10percentage,12percentage,collegeGPA,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,CollegeState_Andhra Pradesh,CollegeState_Assam,CollegeState_Bihar,CollegeState_Chhattisgarh,CollegeState_Delhi,CollegeState_Goa,CollegeState_Gujarat,CollegeState_Haryana,CollegeState_Himachal Pradesh,CollegeState_Jammu and Kashmir,CollegeState_Jharkhand,CollegeState_Karnataka,CollegeState_Kerala,CollegeState_Madhya Pradesh,CollegeState_Maharashtra,CollegeState_Meghalaya,CollegeState_Orissa,CollegeState_Punjab,CollegeState_Rajasthan,CollegeState_Sikkim,CollegeState_Tamil Nadu,CollegeState_Telangana,CollegeState_Union Territory,CollegeState_Uttar Pradesh,CollegeState_Uttarakhand,CollegeState_West Bengal,Degree_B.Tech/B.E.,Degree_M.Sc. (Tech.),Degree_M.Tech./M.E.,Degree_MCA,Gender_f,Gender_m,CollegeTier_1,CollegeTier_2,Specialization_CE,Specialization_CS,Specialization_EC,Specialization_EL,Specialization_ME,Specialization_other,GraduationYear_0,GraduationYear_2007,GraduationYear_2009,GraduationYear_2010,GraduationYear_2011,GraduationYear_2012,GraduationYear_2013,GraduationYear_2014,GraduationYear_2015,GraduationYear_2016,GraduationYear_2017
93.44,90,87.6,515,475,635,0.942116551,575,0,0,0,0,0,0,-0.4173,0.9688,-0.1988,-0.2902,0.3049,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76,72,63.2,510,355,340,0.123016732,285,0,0,0,0,0,0,-0.159,-0.2871,0.4711,0.2727,-0.4776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86.4,78.2,73.5,535,435,440,0.20739217,355,260,530,0,0,0,0,0.8463,1.3779,1.3933,0.653,-0.2859,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86,95,78.6,405,545,450,0.649389715,375,356,0,0,0,0,0,0.5591,-0.4536,0.01,-0.4879,0.6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84.83,82.4,74.14,665,595,705,0.744758354,505,0,438,0,0,0,0,-0.4463,0.2124,0.3174,-1.5021,-0.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72.3,60.2,69.38,555,475,415,0.694479328,0,366,0,0,0,393,0,1.4208,0.5454,-0.2974,1.0333,-0.6692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,62.6,76.25,395,455,475,0.694479328,195,366,0,0,0,0,0,-0.4173,0.1888,-0.4891,0.4148,0.8183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
80,70,55,430,450,385,0,0,0,0,0,0,0,0,0.1282,-0.1206,0.9322,1.5404,0.0973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73.33,71.33,61,375,535,534,0.600057182,435,0,0,0,0,0,0,-2.272,-0.2793,-1.2148,0.8848,-0.7615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
86.16,70.08,63.13,455,595,500,0.20739217,225,260,0,0,0,0,0,0.99,1.0449,1.7007,-2.0092,0.2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75,78,71.1,415,440,355,0.488347977,405,0,0,0,0,0,0,0.8463,1.3779,1.0859,-0.995,1.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56,56,62,605,470,355,0.843123727,515,0,0,0,0,0,0,0.7027,0.8784,0.3174,-1.1218,0.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87,60,70.82,640,605,400,0.842248322,425,0,469,0,0,0,0,0.8463,1.2114,1.2396,-0.1076,1.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79.25,80,79.9,545,580,430,0.635978756,445,0,0,0,0,0,0,0.8192,1.0858,-0.4891,-0.7603,-0.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88.66,84.33,60,495,565,575,0.376059587,335,300,0,0,0,260,0,1.2828,1.7878,1.1437,-0.6428,0.5024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80.8,75,77.38,405,470,370,0,475,0,500,0,0,0,0,1.4208,-0.7866,-0.1437,-1.5021,-0.4776,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79,87.9,66,315,435,355,0.356536488,335,0,346,0,0,0,0,0.4155,0.5454,0.9322,-0.6147,0.8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70,65,66,405,470,545,0,0,0,0,0,0,0,0,0.4155,0.3789,-0.9122,-1.1218,-0.8608,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
81.16,68.5,61.5,605,520,325,0.338786347,455,292,0,0,0,0,0,1.4208,1.2114,0.6248,-0.995,-0.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
83.5,94.2,88.2,515,475,445,0.670743151,455,0,0,0,0,0,0,0.6646,1.4368,-0.0537,0.88483,0.5024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,66,64,515,565,554,0.600057182,435,0,0,0,0,0,0,-0.7264,0.1888,-1.2148,-0.5253,1.1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88,88,70.12,710,605,605,0.744758354,405,0,438,0,0,0,0,0.5591,1.2114,1.8543,0.1459,0.0973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79,76.6,77.85,635,495,495,0.670743151,455,0,0,0,0,0,0,0.8192,-0.5913,0.2366,-0.7603,-0.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55.6,50.8,80.03,440,425,370,0.23780284,415,0,315,0,0,0,0,-0.0154,0.8784,1.2396,1.2869,0.8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75,72,80,475,470,415,0.911395278,595,0,500,0,0,0,0,0.8463,1.0449,1.3933,-1.6289,-0.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84.6,66.5,66.7,345,255,395,0.0587928,195,200,0,0,0,0,0,-0.1082,0.0328,-0.1988,0.2973,-0.7615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79,76.4,65,605,510,515,0,345,0,346,0,0,0,0,1.7081,0.8784,1.547,-1.6289,-0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62,61,70,250,305,385,0.10487136,275,0,0,0,0,0,0,-0.5116,0.8229,0.8809,0.0192,1.6302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
62,61,63,465,595,605,0.793580615,495,0,0,0,0,0,0,-1.1644,-1.6191,-1.2196,-0.1076,-2.2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,92,72,350,590,570,0.493596387,415,324,0,0,0,0,0,0.8463,0.0459,-0.2974,-0.7415,-0.4776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85.8,65.8,69.7,615,630,750,0.622642916,485,0,407,0,0,0,0,0.8463,1.0449,0.01,-0.2344,0.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68.4,61,62.2,440,375,330,0.23780284,455,0,315,0,0,0,0,-1.7389,-1.2861,-0.4511,0.7798,-1.8189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,48,59,275,365,395,0.525922584,415,0,0,0,0,0,0,0.2009,-0.2793,0.2366,1.4724,0.0284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79.6,73.2,66.96,535,640,630,0.338786347,0,292,0,0,0,0,0,-1.1644,0.2124,0.3174,0.9066,-0.4776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63.4,63,69.3,360,350,320,0.600643959,0,0,0,0,0,0,0,-0.4463,-1.1196,-1.6807,-0.4879,-1.244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86.53,71.55,78.5,515,505,454,0.704090412,465,0,0,0,0,0,0,-0.1082,0.9688,0.8171,-0.8778,0.3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
76.18,86.33,73.46,485,545,385,0.635978756,445,0,0,0,0,0,0,0.3555,1.2808,0.2366,1.3549,1.2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91.43,74,70,665,460,570,0.144789889,445,0,284,0,0,0,0,0.4155,0.3789,-0.1437,-0.7415,-0.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78,71.3,67,455,605,625,0.916869961,555,0,0,0,0,0,0,-0.2628,-0.5913,0.2366,-0.1727,0.8183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76.17,72,78,510,535,605,0.81941653,505,0,0,0,0,0,0,0.4155,-0.7866,-1.2196,1.1601,-1.8189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82.4,72,64.06,485,525,545,0.338786347,0,292,0,0,0,0,0,-0.0154,0.3789,0.6248,0.9066,0.6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,57.6,61.9,265,375,365,0.165633092,305,0,0,0,0,0,0,0.8192,0.8128,-0.1988,0.1798,-0.2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79,83.4,72.7,535,485,525,0.376059587,0,300,0,0,0,393,0,0.3555,0.6178,0.7083,0.2973,-0.2875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90.04,75.16,77,505,495,615,0.538386893,475,333,0,0,0,0,0,-0.0696,0.0328,-0.1988,0.0035,-0.9194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76,76.6,77.58,595,645,495,0.864685413,525,0,0,0,0,0,0,-2.5811,-0.2012,0.5994,0.1798,0.1864,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60.4,60,62,395,425,395,0.655766943,0,0,0,0,0,366,0,-0.2628,0.3448,-0.1988,0.5323,0.6603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74.23,77.77,75.6,475,435,430,0.81941653,505,0,0,0,0,0,0,0.2718,1.0449,0.1637,0.1459,0.8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59.8,60.25,68.63,575,595,405,0.021066228,0,0,0,206,0,0,0,0.2009,1.1248,1.1074,-1.1128,0.9763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
82.3,89.6,67.95,555,580,355,0.444617717,345,0,0,0,393,0,0,-0.159,-1.1196,1.2396,1.6672,0.6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,86.4,65.7,605,325,515,0.837620726,334,0,0,0,500,0,0,0.1282,-0.2871,1.3933,0.653,-0.6692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
84.2,67,69.88,495,385,505,0.910770164,445,433,0,0,0,260,0,-1.0355,1.2028,0.3817,0.64983,-0.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86.4,80.4,61.54,585,505,605,0.670743151,455,0,0,0,0,0,0,0.51,0.5008,-0.4891,-0.8778,0.1864,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,59,67,515,555,425,0.600057182,435,0,0,0,0,0,0,-0.881,-0.2793,-0.6343,-0.6428,-2.9731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60.8,63,68,440,400,310,0.144789889,345,0,284,0,0,0,0,0.4155,-1.1196,0.7785,-0.1076,-0.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82.8,73.6,67.5,520,450,575,0.744758354,545,0,438,0,0,0,0,-0.159,0.0459,0.7785,-1.1218,-0.0943,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82.6,63.6,71,535,525,530,0.735795709,475,0,0,0,0,0,0,0.8192,-0.9033,-1.5776,-1.1128,-0.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74,61.1,71,500,460,235,0.080055281,275,0,253,0,0,0,0,1.1336,0.3789,0.6248,-1.8824,0.8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89.8,66.6,55.33,555,205,435,0,0,0,0,0,0,0,0,-0.881,-0.2793,0.9623,1.1199,0.1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88.67,86.8,74.94,570,590,620,0,335,0,0,0,0,0,0,0.8463,0.2124,-0.1437,-1.2486,-1.0524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64.66,63,67,370,410,470,0.842248322,415,0,469,0,0,0,0,0.2718,-1.1196,-1.8344,-0.7415,-1.8189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
78,77,68.64,505,555,554,0.910770164,275,433,0,0,0,313,0,-0.2628,0.0328,-1.5051,-0.6428,1.1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
77.8,79.6,70.12,535,445,465,0.735795709,475,0,0,0,0,0,0,-1.0355,0.3448,0.8171,0.6498,-0.4455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79.6,87.58,66.3,380,355,210,0.144789889,285,0,284,0,0,0,0,0.8463,0.7119,0.4711,1.1601,0.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89.5,81.4,60,735,510,585,0.725984148,0,0,0,438,0,0,0,0.2718,0.3789,-0.6048,-0.7415,0.0973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
81.2,76.4,72.3,765,605,665,0.755375121,0,0,0,446,0,0,0,1.5644,0.7119,1.2396,-2.3895,1.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
80,89,62,325,530,405,0.356536488,275,0,346,0,0,0,0,0.99,0.3789,-0.2974,-1.1218,-1.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
78,62,60,525,435,405,0.744758354,415,0,438,0,0,0,0,-2.3134,-0.1206,-0.2974,0.1459,-1.6273,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,62,53,335,335,405,0.376059587,275,300,0,0,0,0,0,0.0464,0.0328,-0.1988,-0.1727,1.6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64.56,66.66,65.02,545,475,485,0.376059587,0,300,0,0,0,0,0,0.1282,0.0459,0.1637,0.2727,-0.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
60,47,59.9,395,400,390,0.486747008,305,0,376,0,0,0,0,0.8463,-0.2871,0.01,0.2727,0.0973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91.12,72,74,490,470,585,0.953899775,475,0,530,0,0,0,0,1.1336,1.5444,1.547,-1.7556,-0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80,77.2,76.76,475,630,810,0.974396113,615,0,0,0,0,0,0,-1.8825,-0.7866,0.3174,1.0333,-1.8189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73.08,71.2,64.46,405,400,430,0.538386893,385,333,0,0,0,0,0,-0.7335,-0.9531,0.6248,0.2727,-1.8189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88.6,78,84,455,560,630,0.04099931,495,0,223,0,0,0,0,0.4155,-0.1206,-0.2974,1.1601,0.0973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,54,64,335,535,400,0.486747008,395,0,376,0,0,0,0,-1.1644,-0.2871,0.6248,0.1459,-0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85,80,63,660,585,620,0.021969109,0,164,376,0,0,0,0,1.2772,-0.6201,-0.1437,-1.6289,-0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
78.33,67.6,65.72,510,655,605,0.488347977,405,0,0,0,0,0,0,1.8517,1.3779,1.0859,-2.136,1.6302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81.33,91.9,70.56,325,295,575,0.694479328,225,366,0,0,0,0,0,-0.4173,-0.9033,-0.1988,-0.5253,-0.4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
77.8,67.6,83.5,425,455,555,0.694479328,0,366,0,0,0,313,0,-0.4173,-0.0842,-0.1626,0.53233,-0.6035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75,80,60.85,570,580,750,0,495,0,0,0,0,0,0,-0.4463,0.0459,-0.7585,-1.2486,-0.4776,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73,63.1,73.2,355,425,505,0.229481755,0,266,0,332,0,0,0,0.8192,1.5538,0.926,-0.0552,0.3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
